compound,CAS,SMILES,dose,dose.units,Cmax,Cmax.units,Cmax/dose,reference,original.reference,link,note
Diazepam,439-14-5,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,0.071,mg/kg bw,0.1369,mg/L,1.917,Ogata1982a,Ogata1982a,https://www.ncbi.nlm.nih.gov/pubmed/7076346,"* see study below (also Ogata 1982) * Formulation D, subjects with low gastric acidity * have the PDF"
Diazepam,439-14-5,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,0.071,mg/kg bw,0.265,mg/L,3.71,Ogata1982b,Ogata1982b,https://www.ncbi.nlm.nih.gov/pubmed/7076346,"Formulation A * It looks like it's the same data as above, just that above they split the analysis based on the gastric acidity of the subjects * have the PDF"
Diazepam,439-14-5,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,0.071,mg/kg bw,0.1392,mg/L,1.949,Ogata1982b,Ogata1982b,https://www.ncbi.nlm.nih.gov/pubmed/7076346,"Formulation B * It looks like it's the same data as above, just that above they split the analysis based on the gastric acidity of the subjects * have the PDF"
Diazepam,439-14-5,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,0.071,mg/kg bw,0.1837,mg/L,2.572,Ogata1982b,Ogata1982b,https://www.ncbi.nlm.nih.gov/pubmed/7076346,"Formulation C * It looks like it's the same data as above, just that above they split the analysis based on the gastric acidity of the subjects * have the PDF"
Diazepam,439-14-5,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,0.071,mg/kg bw,0.1779,mg/L,2.491,Ogata1982b,Ogata1982b,https://www.ncbi.nlm.nih.gov/pubmed/7076346,"Formulation D * It looks like it's the same data as above, just that above they split the analysis based on the gastric acidity of the subjects * have the PDF"
Diazepam,439-14-5,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,0.143,mg/kg bw,0.38058,mg/L,2.664,Bressler1988,Bressler1988,https://www.cochranelibrary.com/es/central/doi/10.1002/central/CN-00174889/full,have the PDF
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.429,mg/kg bw,0.821,mg/L,0.575,Sahajwalla1991,Sahajwalla1991,https://www.ncbi.nlm.nih.gov/pubmed/1800501,Voltaren Retard (other formulations excluded)
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,2.3385,mg/L,3.274,Mustofa1991,Mustofa1991,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1991.tb03890.x,average administered in the evening and morning
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.429,mg/kg bw,2.215,mg/L,1.551,Maggi1990,Maggi1990,https://link.springer.com/content/pdf/10.1007%2FBF00265987.pdf,average diclofenac hydroxyethylpyrrolidine and diclofenac sodium 
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.071,mg/kg bw,0.4735,mg/L,0.442,Zhai2013,Zhai2013,https://www.sciencedirect.com/science/article/pii/S0011393X13000246?via%3Dihub,reference formulation  / Chinese population (test formulation excluded)
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,1.136,mg/L,1.59,Yilmaz2011,Yilmaz2011,https://pdfs.semanticscholar.org/b6a4/4936195f7db65f12cc0bf30be6fcfaf139af.pdf,
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,1.1685,mg/L,1.636,Lissy2010,Lissy2010,https://www.tandfonline.com/doi/full/10.1517/14656561003614773,"immediate-release, diclofenac potassium comparator tablet , ProSorb® dispersion technology  excluded"
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.429,mg/kg bw,1.73,mg/L,1.211,Bedada2015,Bedada2015,https://onlinelibrary.wiley.com/doi/full/10.1002/ptr.5539,
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,1.03025,mg/L,1.442,Chen2014,Chen2014,https://headachejournal.onlinelibrary.wiley.com/doi/epdf/10.1111/head.12483,"average fasted, fed, tablet and solution"
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.357,mg/kg bw,0.958,mg/L,2.682,Lissy2009,Lissy2009,https://www.tandfonline.com/doi/pdf/10.1185/03007990903158513?needAccess=true,liquid diclofenac formulation (gelatin capsule formulations excluded)
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.179,mg/kg bw,0.334,mg/L,1.87,Hinz2004,Hinz2004,https://bpspubs.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2125.2005.02226.x,
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.357,mg/kg bw,0.588,mg/L,1.646,Hinz2004,Hinz2004,https://bpspubs.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2125.2005.02226.x,
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,1.497,mg/L,2.096,Lötsch2000,Lötsch2000,https://link.springer.com/content/pdf/10.1023%2FA%3A1007574710140.pdf,conventional tablet (effervescent excluded)
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,0.902,mg/L,1.263,Kowaslki2010,Kowaslki2010,https://journals.lww.com/americantherapeutics/fulltext/2010/09000/A_Pharmacokinetic_Analysis_of_Diclofenac_Potassium.4.aspx,Diclofenac potassium tablet (other formulations excluded)
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.429,mg/kg bw,0.8368,mg/L,0.586,Emara2014,Emara2014,https://www.tandfonline.com/doi/pdf/10.3109/10837450.2013.823990?needAccess=true,Voltaren Retard tablets (oher formulations excluded)
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,1.1942,mg/L,1.335,Desjardins2015,Desjardins2015,https://www.sciencedirect.com/science/article/pii/S0149291814006912?via%3Dihub,"average fasted and fed Diclofenac Potassiun IR tablets, SoluMatrix excluded"
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.429,mg/kg bw,1.522,mg/L,1.065,Rajnarayana2007,Rajnarayana2007,https://www.ncbi.nlm.nih.gov/pubmed/17708066,
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,2.143,mg/kg bw,6.8389,mg/L,3.191,Thakker1992,Thakker1992,https://www.ncbi.nlm.nih.gov/pubmed/1498266,"fasted *buffered solution, other formulations excluded"
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,0.839,mg/L,0.993,Mahander1995,Mahander1995,https://link.springer.com/article/10.2165/00044011-199510050-00007,average (10am and 10 pm dosing)
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1,mg/kg bw,0.45432,mg/L,0.454,Rigato2009,Rigato2009,https://www.ncbi.nlm.nih.gov/pubmed/19203570,Flotac comparator diclofenac-cholestyramine (test formulaiton excluded)
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,1.22,mg/L,1.708,VanGelderen1994,VanGelderen1994,https://www.ncbi.nlm.nih.gov/pubmed/7888605,"product V (Voltaren, reference product) monolithic enteric coated diclofenac tablets, other formulations excluded"
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.071,mg/kg bw,2.315,mg/L,2.161,Anderson2002,Anderson2002,https://www.ncbi.nlm.nih.gov/pubmed/12395978,
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,0.714,mg/kg bw,0.911,mg/L,1.275,Zhang2016,Zhang2016,http://dmd.aspetjournals.org/content/44/3/320#T1,
Diclofenac,15307-86-5,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.429,mg/kg bw,0.781,mg/L,0.547,Rani2004,Rani2004,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2750496/pdf/12249_2008_Article_5471.pdf,"commercial preparation Voveran conventional (they don't explicitly state it's 100 mg, but say it's 2 tablets, and they are sold as 50 mg a piece, plus, the other doses are 100 mg) other doses are 100 mg)"
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,1.286,mg/kg bw,0.11054,mg/L,0.086,Rafiq2010,Rafiq2010,http://www.academicjournals.org/app/webroot/article/article1380788992_Rafiq%20et%20al.pdf,"reference * low quality paper, the units should be OK, other formulations excluded"
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,1.286,mg/kg bw,0.102,mg/L,0.0793,Sirisuth2002,Sirisuth2002,https://onlinelibrary.wiley.com/doi/epdf/10.1002/bdd.270,fast release (slow and moderate release excluded)
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,0.857,mg/kg bw,0.0832,mg/L,0.0971,Joshi1990,Joshi1990,https://link.springer.com/content/pdf/10.1007%2FBF00280058.pdf,average different brands
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,4.286,mg/kg bw,0.1017,mg/L,0.0237,Quiroga2001,Quiroga2001,https://www.tandfonline.com/doi/pdf/10.1081/DDC-100108372?needAccess=true,reference formulation (test formulation excluded)
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,1.714,mg/kg bw,0.15174,mg/L,0.0885,Dadashzadeh2003,Dadashzadeh2003,https://www.researchgate.net/publication/267851123_Pharmacokinetics_and_Comparative_Bioavailability_of_Two_Diltiazem_Tablet_Formulations_in_Healthy_Volunteers/link/548d66e10cf214269f20f722/download,reference formulation (test formulation excluded)
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,1.286,mg/kg bw,0.12826,mg/L,0.0998,Yan2013,Yan2013,http://www.scielo.br/pdf/bjps/v49n1/a04v49n1.pdf,Chinese subjects
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,2.571,mg/kg bw,0.16269,mg/L,0.0633,Yan2013,Yan2013,http://www.scielo.br/pdf/bjps/v49n1/a04v49n1.pdf,Chinese subjects
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,3.857,mg/kg bw,0.191,mg/L,0.0495,Yan2013,Yan2013,http://www.scielo.br/pdf/bjps/v49n1/a04v49n1.pdf,Chinese subjects
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,5.143,mg/kg bw,0.2113,mg/L,0.0411,Yan2013,Yan2013,http://www.scielo.br/pdf/bjps/v49n1/a04v49n1.pdf,"average (fasted and fed), Chinese subjects"
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,1.714,mg/kg bw,0.169,mg/L,0.0986,Turner2002,Turner2002,https://onlinelibrary.wiley.com/doi/pdf/10.1002/bdd.330,immdiate release (sustained release excluded)
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,1.714,mg/kg bw,0.0982,mg/L,0.0573,Christensen2002,Christensen2002,https://link.springer.com/content/pdf/10.1007%2Fs00228-002-0516-8.pdf,
Diltiazem,42399-41-7,COC1=CC=C(C=C1)C1SC2=CC=CC=C2N(CCN(C)C)C(=O)C1OC(C)=O,2.571,mg/kg bw,0.17012,mg/L,0.0662,Emara2017,Emara2017,https://www.tandfonline.com/doi/pdf/10.1080/10837450.2017.1341523?needAccess=true,"reference product: Tildiem Retard, Sanofi Winthrop Industrie, France"
Disopyramide,50-47-5,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,2.857,mg/kg bw,2.575,mg/L,0.9,Kapil1987,Kapil1987,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1987.tb03246.x,average smokers +non-smokers * the Cmax is estimated roughly based on the figure can get)
Disopyramide,50-47-5,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,1.429,mg/kg bw,1.69,mg/L,1.18,Harada2010,Harada2010,https://www.jstage.jst.go.jp/article/jscpt/41/1/41_1_35/_pdf/-char/en,mild renal impairment (moderate and severe excluded)
Disopyramide,50-47-5,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,1.429,mg/kg bw,2.5,mg/L,1.75,Sagawa1997,Sagawa1997,https://link.springer.com/content/pdf/10.1007%2Fs002280050250.pdf,
Disopyramide,50-47-5,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,2.857,mg/kg bw,3.445,mg/L,1.21,Roberto1988,Roberto1988,https://dokumen.tips/documents/disopyramide-pharmacokinetics-in-the-elderly-after-single-oral-administration.html,average  elderly and young
Disopyramide,50-47-5,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,1.429,mg/kg bw,2.5,mg/L,1.75,Dubetz1978,Dubetz1978,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1429451/pdf/brjclinpharm00288-0090.pdf,average disopyramide phosphate and base *cmax is based on figure of average all subjects
Disopyramide,50-47-5,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,2.857,mg/kg bw,3.08,mg/L,1.08,Francois1983,Francois1983,https://www.ncbi.nlm.nih.gov/pubmed/6861798,"healthy controls *not available, but data reviewed in https://link.springer.com/article/10.2165%2F00003088-198611030-00003   (I have the PDF)"
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,31.8,mg/L,5.565,Weiser2019,Weiser2019,https://accp1.onlinelibrary.wiley.com/doi/full/10.1002/cpdd.672,fasted *ibuprofen as acid (other formulation excluded)
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,8.571,mg/kg bw,57.01,mg/L,6.651166667,Portoles2002,Portoles2002,https://link.springer.com/article/10.2165%2F00044011-200222010-00006,
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,40,mg/L,7,Honkanen2004,Honkanen2004,https://core.ac.uk/download/pdf/14914641.pdf,gelatine capsules containing lactose (other formulations excluded)
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,38.04,mg/L,6.657,Yakasai2003,Yakasai2003,https://link.springer.com/content/pdf/10.1007%2FBF03190495.pdf,also published in https://link.springer.com/content/pdf/10.1007%2FBF03190483.pdf
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,2.857,mg/kg bw,18.1,mg/L,6.335,Kale2014,Kale2014,https://www.frontiersin.org/articles/10.3389/fphar.2014.00098/full,
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,8.571,mg/kg bw,51.39,mg/L,5.9955,Portoles2001,Portoles2001,https://link.springer.com/content/pdf/10.2165%2F00044011-200121050-00008.pdf,ibuprofen free acid (other formulations excluded)
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,50.6,mg/L,7.18375,Legg2014,Legg2014,https://link.springer.com/article/10.1007%2Fs40268-014-0070-8,average fasted and fed*IBU Na Advil® Film-Coated Tablets
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,35.87,mg/L,6.27725,Zheng2008,Zheng2008,https://link.springer.com/content/pdf/10.1007%2FBF03191018.pdf,racemic ibuprofen; numbers are total R&S
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,32.84,mg/L,5.747,Dewland2009,Dewland2009,https://link.springer.com/content/pdf/10.1186%2F1472-6904-9-19.pdf,standard ibuprofen (other formulations excluded)
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,32.2,mg/L,5.635,Kapil2004,Kapil2004,https://reader.elsevier.com/reader/sd/pii/S0149291804000839?token=892DD4A298913E8A37A55F3EEEF1AF060C7CC248369E5334FD30478EFDB36ADA8461C828B5E0294FF118EF0E17EF8E11,
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,2.857,mg/kg bw,19.6,mg/L,6.86,Legg2017,Legg2017,https://accp1.onlinelibrary.wiley.com/doi/epdf/10.1002/cpdd.288,1 × ibuprofen 200-mg IR tablet - fasted (other formulations excluded)
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,39.92,mg/L,6.2715625,Bramlage 2008,Bramlage 2008,https://link.springer.com/article/10.1186%2F1471-2210-8-18,average different brands
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,40.8,mg/L,7.14,Ojantakanen1993,Ojantakanen1993,https://reader.elsevier.com/reader/sd/pii/0928098793900256?token=6CB6FEC983584CD51AB16AF3003D7D357172E4A56E159158C073B4382CAD4E98CE079E4D685B846662D7F7A7BD19583C,"Reference (ibuprofen alone), other formulations excluded"
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,29.1,mg/L,5.0925,Miles2018,Miles2018,https://www.tandfonline.com/doi/full/10.1080/03007995.2018.1466697,"ibuprofen acid (reference), other formulations excluded"
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,27.4,mg/L,4.795,Stevens2019,Stevens2019,https://www.sciencedirect.com/science/article/pii/S1773224718311080?via%3Dihub,"Nurofen, other formulations excluded"
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,5.714,mg/kg bw,44.7,mg/L,7.8225,Jones1997,Jones1997,https://reader.elsevier.com/reader/sd/pii/S0266435697905581?token=67ED01CD1699D1D84B900039FDEB1D76D50EEE6BCCC14B574D4D8D9AA30C37C244F810C9C5854072EFA5A1DF7AB65763,
Ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,8.571,mg/kg bw,46.4,mg/L,5.413333333,Matji2019,Matji2019,https://onlinelibrary.wiley.com/doi/full/10.1002/chir.23148,"Teference formulation, other formulations excluded"
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1.429,mg/kg bw,0.063275,mg/L,0.044,Albers2000,Albers2000,https://www.sciencedirect.com/science/article/pii/S0165178100002134?via%3Dihub,
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1.429,mg/kg bw,0.078,mg/L,0.055,Wang1997,Wang1997,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.1365-2125.1997.00649.x,* cmax is estimated from figure of average of all (9) healthy Chinese volunteers
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1.071,mg/kg bw,0.0329,mg/L,0.031,Perault1994,Perault1994,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1472-8206.1994.tb00806.x?sid=nlm%3Apubmed,
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1.429,mg/kg bw,0.062,mg/L,0.043,Xu1996,Xu1996,http://www.chinaphar.com/article/view/6897,
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1.429,mg/kg bw,0.06067,mg/L,0.042,Wells1986,Wells1986,https://link.springer.com/content/pdf/10.1007%2FBF00981125.pdf,
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1.429,mg/kg bw,0.065,mg/L,0.046,Hermann1992,Hermann1992,https://accp1.onlinelibrary.wiley.com/doi/pdf/10.1002/j.1552-4604.1992.tb03823.x,
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0.714,mg/kg bw,0.0245,mg/L,0.034,Kurtz1997,Kurtz1997,https://ascpt.onlinelibrary.wiley.com/doi/epdf/10.1016/S0009-9236%2897%2990062-X,
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,1.071,mg/kg bw,0.0204,mg/L,0.019,Callaghan1997,Callaghan1997,https://accp1.onlinelibrary.wiley.com/doi/epdf/10.1002/j.1552-4604.1997.tb04272.x,
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,2.14,mg/kg bw,0.139,mg/L,0.065,Hrdina1980,Hrdina1980,https://link.springer.com/content/pdf/10.1007%2FBF00432366.pdf,"elderly subjects *reported dose (average) mg/kg in study, 5 subjects *mentioned that the dose of 125 mg corresponds to 110 mg free base of imipramine"
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0.714,mg/kg bw,0.0193,mg/L,0.027,Darrell1984,Darrell1984,http://jpet.aspetjournals.org/content/jpet/229/3/702.full.pdf,
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0.714,mg/kg bw,0.0353,mg/L,0.042,Abernethyl1984,Abernethyl1984,https://link.springer.com/content/pdf/10.1007%2FBF00427432.pdf,"everage fasted fed, young and elderly"
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0.357,mg/kg bw,0.00811,mg/L,0.023,Ullmann2001,Ullmann2001,https://www.ncbi.nlm.nih.gov/pubmed/11430636,"reference aqueous solution, other formulations excluded"
Imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0.714,mg/kg bw,0.0295,mg/L,0.041,Onyeji1993,Onyeji1993,https://journals.lww.com/drug-monitoring/Abstract/1993/02000/Lack_of_Pharmacokinetic_Interaction_Between.8.aspx,
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.571,mg/kg bw,0.104,mg/L,0.182,Kurowski1985,Kurowski1985,https://link.springer.com/content/pdf/10.1007%2FBF00544359.pdf,tablet * elderly (solution excluded)
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.571,mg/kg bw,0.112,mg/L,0.196,Waller1987,Waller1987,https://link.springer.com/content/pdf/10.1007%2FBF00637642.pdf,values are median of 6 hypertensive subjects
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.571,mg/kg bw,0.2075,mg/L,0.363125,VanPeer1986,VanPeer1986,https://link.springer.com/content/pdf/10.1007%2FBF00981134.pdf,average of two subjects
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.286,mg/kg bw,0.0714,mg/L,0.2499,Heykants1986,Heykants1986,https://link.springer.com/content/pdf/10.1007%2FBF00981135.pdf,
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.571,mg/kg bw,0.198,mg/L,0.3465,Heykants1986,Heykants1986,https://link.springer.com/content/pdf/10.1007%2FBF00981135.pdf,
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.857,mg/kg bw,0.287,mg/L,0.334833333,Heykants1986,Heykants1986,https://link.springer.com/content/pdf/10.1007%2FBF00981135.pdf,
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.571,mg/kg bw,0.143,mg/L,0.25025,Reimann1983,Reimann1983,https://link.springer.com/content/pdf/10.1007%2FBF00544018.pdf,
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.286,mg/kg bw,0.1102,mg/L,0.3857,Trenk1983,Trenk1983,https://journals.lww.com/cardiovascularpharm/pages/articleviewer.aspx?year=1983&issue=11000&article=00018&type=abstract#pdf-link,
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.571,mg/kg bw,0.099,mg/L,0.17325,Persson1987,Persson1987,https://link.springer.com/content/pdf/10.1007%2FBF00607573.pdf,patients with essential hypertension
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.286,mg/kg bw,0.089,mg/L,0.3115,Gould1990,Gould1990,https://link.springer.com/content/pdf/10.1007%2FBF00053435.pdf,elderly *general practicioner patients
Ketanserin,74050-98-9,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0.286,mg/kg bw,0.0621,mg/L,0.21735,Williams1986,Williams1986,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1986.tb02891.x,
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,0.714,mg/kg bw,5,mg/L,7,Upton1981,Upton1981,https://link.springer.com/content/pdf/10.1007%2FBF00607149.pdf,ketoprofen encapsuled without excipients (other formations excluded)
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,1.429,mg/kg bw,8.475,mg/L,5.93,Queneau1985,Queneau1985,https://www.ncbi.nlm.nih.gov/pubmed/4048810,average different time points
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,0.714,mg/kg bw,3.76,mg/L,5.26,Etman1992,Etman1992,https://reader.elsevier.com/reader/sd/pii/037851739290343Z?token=666B7D9B2B1DEFB62E2B1EAA7EEDC6AFAC32DC2EE794E91684B5F6610A72F34F89DAE156E5D151CF9AE68DCBA9AA8E2F,
